,회사명,채용공고사항,링크,지역,경력,학력,월급
1502,(주)에이티센스,SW팀 - 클라우드 웹 개발자 (책임급),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49870296&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기전체,경력 8~10년,대졸↑,정규직
1503,(주)에이티센스,SW팀 - 클라우드 웹 개발자 (선임급),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49870287&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기전체,경력 5~7년,대졸↑,정규직
1504,아타드(주),블록체인 인프라 개발자,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49897433&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력 1~5년,초대졸↑,정규직
1505,아타드(주),클라우드 인프라 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49897452&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력 1~5년,초대졸↑,정규직
1506,아타드(주),"[VPN] 백엔드, 서버 개발자 채용",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49897442&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력 1~5년,대졸↑,정규직
1507,(주)나우코딩랩스,나우코딩랩스 프로그래밍 교육 커리큘럼 연구원 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49919872&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 중구,경력무관,대졸↑,정규직
1508,(주)커널로그,IoT 펌웨어/통신 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49942521&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울전체,경력 3~10년,대졸↑,정규직
1509,에이피써치,[외국계 로봇 기업] Robotics System Engineer / 1년 이상,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49956885&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력1년↑,대졸↑,정규직
1510,에이피써치,"[외국계 로봇 기업] SWE, Linux System / 5년 이상",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49956937&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력5년↑,대졸↑,정규직
1511,에이피써치,"[외국계 로봇 기업] SWE, Multi-Robot / 신입(석사)~3년 이상",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49956905&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,신입·경력,대졸↑,정규직
1512,맘꽃가든,스마트팜 관련 개발 및 데이터 분석,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49973342&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,제주 제주시,경력5년↑,학력무관,정규직
1513,주식회사 에이버튼,데브옵스/시스템 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49997330&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기전체,경력 3~20년,학력무관,정규직
1514,주식회사 에이버튼,엔진 프로그래머,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49997308&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기전체,경력 2~20년,학력무관,정규직
1515,(주)텍스트웨이,AI관련 백엔드 개발(3~5년) 동료 찾습니다,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50004762&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,대구 북구,경력 3~5년,학력무관,정규직
1516,(주)나우코딩랩스,나우코딩랩스 프로그래밍 교육 커리큘럼 인턴 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50022059&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 중구,경력무관,대졸↑,인턴직
1517,(주)유니텍,[유니텍] 항공관제(UAM/드론) 소프트웨어(C++/C#) 개발자 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50046167&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기 안양시 동안구,경력무관,학력무관,정규직
1518,코넥티브(주),Frontend Engineer (포트폴리오 필수),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50063979&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력 7~12년,학력무관,정규직
1519,코넥티브(주),리눅스 App. 개발자,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50063981&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력 5~7년,학력무관,정규직
1520,(주)헥토,[헥토] AX HUB팀(경력)/AX SEED팀(신입/경력) 엔지니어 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49724727&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,신입·경력,대졸↑,정규직
1521,파워에이치알,[주요SI업체 계열사] SAP BTP 전문가(기술리더-전문위원),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50016581&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 중구,경력10년↑,대졸↑,정규직
1522,(주)미스고,데이터 엔지니어링 크롤러,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50063681&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력 1~15년,학력무관,정규직
1523,(주)미스고,AI 개발자 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50063674&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력 3~20년,학력무관,정규직
1524,왓트(주),Watt 개발 전문인력 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49838854&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 서초구,경력무관,학력무관,정규직
1525,(주)이노케어플러스,Java  웹 개발자 (경력 2년 이상),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49849604&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 서초구,경력 2~10년,초대졸↑,정규직
1526,(주)지엠이바이오,개발팀 엔지니어 (1년 이상) 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49864296&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기전체,경력 1~3년,대졸↑,정규직
1527,(주)지엠이바이오,개발팀 엔지니어 (4년 이상) 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49864299&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기전체,경력 4~6년,대졸↑,정규직
1528,(주)플루이즈,앱 자율실행 기술 위한 안드로이드 및 백엔드 개발자(신입/경력),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49962107&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,신입·경력,대졸↑,정규직·무기계약직
1529,왓트(주),Watt Devops 전문인력 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49973472&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 서초구,경력무관,학력무관,정규직
1530,(주)이노케어플러스,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49994166&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 서초구,경력 3~10년,초대졸↑,정규직
1531,이노에이치알컨설팅,"PI, 시스템기획 및 구축 총괄 임원급",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49988148&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기 안산시 단원구,경력20년↑,대졸↑,정규직
1532,(주)아티크론,FPGA SoC 설계 엔지니어 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50021062&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 서대문구,경력5년↑,대졸↑,정규직
1533,(주)아티크론,NPU Compiler 엔지니어 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50031008&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 서대문구,경력무관,대졸↑,정규직
1534,(주)에이치티에이,[중견 IT그룹사]  데이터 사이언티스트 (대리급),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50055620&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력 3~5년,대졸↑,정규직
1535,(주)애드,애드(addd) 미디어 설치 엔지니어 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50063704&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력,고졸↑,정규직·계약직
1536,(주)풀림,대표 가전제품 전문회사   데이터엔지니어 (대리급),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50061695&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력3년↑,대졸↑,정규직
1537,(주)풀림,대표 가전제품 전문회사   데이터사이언티스트 (대리 & 책임급),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50061712&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력3년↑,대졸↑,정규직
1538,(주)에이치티에이,[중견 IT그룹사]  SW엔지니어(ML),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50062435&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력5년↑,대졸↑,정규직
1539,주식회사 엔사이버,(주) 엔사이버 상반기 사원모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49680690&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력무관,학력무관,정규직
1540,(주)퓨처크래프트,[웹개발] 경력 개발자 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49691200&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 서초구,경력무관,학력무관,정규직
1541,딥러닝연구개발,딥러닝 연구개발 엔지니어 및 연구자 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49705870&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 중구,경력무관,대졸↑,정규직·계약직
1542,주식회사 에임인텔리전스,소프트웨어 엔지니어 (3년~7년),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49727444&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력 3~7년,대졸↑,정규직
1543,주식회사파미트리,(주) 파미트리 스마트팜 개발팀 관리자 및 팀원 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49798407&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,충남 예산군,경력 3~20년,학력무관,정규직
1544,주식회사축산로봇웨어,자율주행 로봇 개발자 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49844165&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,대전 유성구,경력3년↑,대졸↑,정규직
1545,(주)웅진,Microsoft Power Platform Developer,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49847807&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 중구,경력 3~20년,학력무관,정규직
1546,(주)웅진,웹 시스템 설계,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49847791&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 중구,경력 10~20년,학력무관,정규직
1547,아이디어스투실리콘 주식회사,Verification Engineer-5~8년/분당R&D,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49850004&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기전체,경력 5~8년,대졸↑,정규직
1548,아이디어스투실리콘 주식회사,Verification Engineer- 5~8년/대구,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49850016&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,대구전체,경력 5~8년,대졸↑,정규직
1549,앳지코퍼레이션주식회사(aTJYCorp.),[시스템 엔지니어] 서버 구축 및 엔지니어 정규직 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49851997&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기 안양시 동안구,경력무관,학력무관,정규직
1550,성남그린컴퓨터아카데미,"IT 개발자 강사구인(국기, KDT, 풀스택, AI, 빅데이터등)",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49851313&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기 성남시 분당구,경력,초대졸↑,정규직·계약직
1551,마이스타24특허법률사무소,"[신규,경력] 특허명세서 담당자(전자전기/IT분야) 모집",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49853570&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,부산 동래구,신입·경력,대졸↑,정규직
1552,"주식회사불마켓랩스(BullMarketLabsCo.,Ltd.)",Back-End Engineer,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49867902&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력 7~10년,고졸↑,정규직
1553,"주식회사불마켓랩스(BullMarketLabsCo.,Ltd.)",Site Reliability Engineer,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49867908&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력 3~10년,고졸↑,정규직
1554,하이콤프아이엔티,프론트엔드 개발자 (경력1~3년),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49868258&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기 고양시,경력 1~2년,학력무관,정규직
1555,"주식회사불마켓랩스(BullMarketLabsCo.,Ltd.)",Front-End Engineer,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49867928&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력 5~10년,고졸↑,정규직
1556,하이콤프아이엔티,SpringBoot기반 API개발자 (MSA/Os경험) 대리급,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49869555&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기 고양시,경력 5~7년,학력무관,정규직
1557,하이콤프아이엔티,프론트엔드 개발자 (경력4~6년),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49868310&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기 고양시,경력 4~6년,학력무관,정규직
1558,하이콤프아이엔티,프론트엔드 개발자 (경력7년),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49868292&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기 고양시,경력 7~7년,학력무관,정규직
1559,하이콤프아이엔티,SpringBoot기반 API개발자 (MSA/Os경험) 과장급,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49869631&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기 고양시,경력 8~10년,학력무관,정규직
