,회사명,채용공고사항,링크,지역,경력,학력,월급
1430,(주)크로커스,전기차 충전시설 엔지니어 채용 공고(경력 /2년 이상),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50053048&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력2년↑,학력무관,정규직
1431,(주)비알랩,백엔드 개발 경력 채용(9~11년),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50055931&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력 9~11년,대졸↑,정규직
1432,(주)비알랩,백엔드 개발 경력 채용(3~5년),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50055826&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력 3~5년,대졸↑,정규직
1433,(주)비알랩,백엔드 개발 경력 채용(6~8년),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50055824&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력 6~8년,대졸↑,정규직
1434,(주)에이치알비즈코리아,게임 데이터엔지니어/세계적인 게임사/판교,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50056796&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기 성남시 분당구,경력2년↑,대졸↑,정규직
1435,(주)엠투피아이,PHP 웹개발자 채용 (경력 3~5년),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50063594&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 성동구,경력 3~5년,초대졸↑,정규직
1436,(주)엠투피아이,PHP 웹개발자 채용 (경력 6~8년),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50063598&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 성동구,경력 6~8년,초대졸↑,정규직
1437,(주)이빗,"[EBIT] AI Trainer(Data Labeling) 전 분야(코딩, 수학, 언어)",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49569330&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력무관,학력무관,파트·기간제
1438,(주)이빗,[EBIT] AI Trainer(Data Labeling) 개발자(Developers) 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49818657&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력무관,학력무관,파트·기간제
1439,(주)노아시스템즈,리눅스 네트워크 프로그래머,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49824292&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 성동구,경력 5~10년,초대졸↑,정규직
1440,(주)콜로세움코퍼레이션,Frontend Engineer(Lead),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49826658&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력 5~10년,학력무관,정규직
1441,주식회사 페이블랩,글로벌 음악 플랫폼 데이터 사이언티스트 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49827696&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 마포구,경력3년↑,대졸↑,정규직
1442,주식회사 아이콘엑스,[백엔드 개발] 플릿 관제 플랫폼 개발 담당 정규직 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49832652&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력5년↑,대졸↑,정규직
1443,주식회사 아더월드,풀스택 개발자(미들),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49870202&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 성동구,경력 5~7년,대졸↑,정규직
1444,(주)애자일소다,풀스택 소프트웨어엔지니어(4년-7년),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49934356&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력 4~7년,대졸↑,정규직
1445,(주)애자일소다,풀스택 소프트웨어엔지니어(8년-10년),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49934348&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력 8~10년,대졸↑,정규직
1446,(주)애자일소다,풀스택 소프트웨어엔지니어(3년이하),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49934370&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,신입·경력,대졸↑,정규직
1447,주식회사 바이트사이즈,Fullstack 개발 (경력 5년 이상),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49939580&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,부산 부산진구,경력5년↑,대졸↑,정규직
1448,(주)콜로세움코퍼레이션,데이터분석엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49945671&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력 1~10년,학력무관,정규직
1449,(주)노아시스템즈,솔루션 백엔드(Backend) 개발자,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49962894&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 성동구,경력 3~7년,대졸↑,정규직
1450,주식회사 테크핀레이팅스,DBA / DE (5년↑),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49987197&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 중구,경력 5~15년,학력무관,정규직
1451,(주)노아시스템즈,백엔드 개발자,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50030365&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 성동구,경력 5~15년,대졸↑,정규직
1452,(주)코리아포트원,백엔드 개발자 시니어 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50033130&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 성동구,경력 5~10년,대졸↑,정규직
1453,주식회사 아이케이랩 (IKLAB Inc.),딥러닝/컴퓨터비전 엔지니어 (Deep Learning/Computer Vision),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50032738&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 금천구,경력무관,석사↑,정규직
1454,주식회사핀즐,테크리더 CTO 모십니다.,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50056019&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,충남 천안시,경력 5~20년,학력무관,정규직
1455,주식회사핀즐,백엔드 및 인프라 개발(3년~5년),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50056048&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,충남 천안시,경력 3~5년,학력무관,정규직
1456,에이엠(주),전장 Firmware SW개발자(신입~경력4년),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50062805&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기전체,신입·경력,대졸↑,정규직
1457,에이엠(주),SW Application개발(경력5~9년),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50062836&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기전체,경력 5~9년,대졸↑,정규직
1458,에이엠(주),전장Middleware SW개발자(신입~경력4년),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50062858&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기전체,신입·경력,대졸↑,정규직
1459,에이엠(주),SW Protocol개발(경력5~9년),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50062810&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기전체,경력 5~9년,대졸↑,정규직
1460,에이엠(주),전장Middleware SW개발자(경력10~15년),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50062849&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기전체,경력 10~15년,대졸↑,정규직
1461,에이엠(주),전장 Middleware SW개발자(경력5~9년),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50062856&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기전체,경력 5~9년,대졸↑,정규직
1462,에이엠(주),전장 Firmware SW개발자(경력5~9년),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50062803&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기전체,경력 5~9년,대졸↑,정규직
1463,에이엠(주),SW Protocol개발(신입~경력4년),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50062812&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기전체,신입·경력,대졸↑,정규직
1464,에이엠(주),SW System개발(경력10~15년),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50062824&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기전체,경력 10~15년,대졸↑,정규직
1465,에이엠(주),SW Protocol개발(경력10~15년),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50062807&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기전체,경력 10~15년,대졸↑,정규직
1466,에이엠(주),SW Application개발(신입~경력4년),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50062837&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기전체,신입·경력,대졸↑,정규직
1467,에이엠(주),SW System개발(경력5~9년),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50062825&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기전체,경력 5~9년,대졸↑,정규직
1468,에이엠(주),SW Application개발(경력10~15년),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50062833&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기전체,경력 10~15년,대졸↑,정규직
1469,주식회사핀즐,백엔드 및 인프라 개발(10년~),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50056045&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,충남 천안시,경력 10~20년,학력무관,정규직
1470,주식회사핀즐,백엔드 및 인프라 개발(6년~9년),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50056054&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,충남 천안시,경력 6~9년,학력무관,정규직
1471,에이엠(주),전장 Firmware SW개발자(경력10~15년),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50062785&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기전체,경력 10~15년,대졸↑,정규직
1472,에이엠(주),SW System개발(신입~경력4년),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50062828&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기전체,신입·경력,대졸↑,정규직
1473,주식회사 바이트사이즈,[최고대우] Fullstack 개발 리더 (경력 10년 이상),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50065937&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,부산 부산진구,경력10년↑,대졸↑,정규직
1474,(주)콜로세움코퍼레이션,QA Engineer,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50066573&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력 1~10년,학력무관,정규직
1475,(주)에이알247,자율주행 로봇 Ai 개발자 deep learning,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49723377&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기 성남시 분당구,경력 3~10년,대졸↑,정규직
1476,(주)아비커스,"[HD현대 아비커스] Backend 시니어 개발자 (정규직, 서울)",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49834439&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력8년↑,대졸↑,정규직
1477,(주)아비커스,"[HD현대 아비커스] Backend 개발자 (정규직, 서울)",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49834741&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력3년↑,대졸↑,정규직
1478,(주)데브,[스마트 팩토리 지능화 자동화 설비 설계] 설계엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49849119&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기 안산시 단원구,경력무관,학력무관,정규직
1479,(주)스피디,Cloud & 솔루션 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49851135&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기전체,경력 3~7년,고졸↑,정규직
1480,(주)에이아이부스터,테크니컬 아티스트 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49871400&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 광진구,경력10년↑,석사↑,정규직
1481,(주)업스테이지,Software Engineer - Backend,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49997634&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기전체,경력 5~20년,학력무관,정규직
1482,브이디프렌즈(주),서빙로봇 서비스 엔지니어 현장직 사원 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50007138&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기 부천시 원미구,신입,초대졸↑,정규직
1483,(주)글로비트,[글로비트-제주]하드웨어 개발장비 현장 지원직(신입/경력),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50018908&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,제주 제주시,경력무관,초대졸↑,정규직
1484,(주)디엔지니어,"자동화 설계팀 정직원 채용(과장, 차장급)",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49676611&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,충남 아산시,경력5년↑,대졸↑,정규직
1485,(주)카펜스트리트,[개발] Backend Engineer (경력),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49826997&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력 3~10년,초대졸↑,정규직
1486,(주)카펜스트리트,[에이블러팀] SW 엔지니어 (경력),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49826990&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력 3~6년,초대졸↑,정규직
1487,(주)코닉글로리,TMS 신규 센서 개발자 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49875374&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력 3~10년,초대졸↑,정규직
1488,(주)옵트에이아이,LLM 개발 및 최적화 Research 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49947756&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강서구,신입·경력,대졸↑,정규직
1489,(주)옵트에이아이,Model Compression Research 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49947273&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강서구,신입·경력,석사↑,정규직
1490,(주)디엔지니어,"자동화 설계팀 정직원 채용(대리, 과장)",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49987693&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,충남 아산시,경력5년↑,대졸↑,정규직
1491,오리온디스플레이(주),필드 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50005856&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경북전체,신입·경력,고졸↑,정규직
1492,(주)드림에이치알,데이터엔지니어-초대형 유통그룹 전자제품 전문 유통 회사,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50019917&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 서초구,경력3년↑,대졸↑,정규직
1493,(주)코닉글로리,정보보호 인증 담당 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50023146&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력 3~10년,초대졸↑,정규직
1494,(주)디엔지니어,"자동화 설계팀 정직원 채용(주임2500~3000,대리3000~3500)",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50045356&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,충남 아산시,경력5년↑,대졸↑,정규직
1495,엑시나(주),SW & SoC 개발 전문연구요원 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50035402&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기 성남시 분당구,경력무관,석사↑,전문연구요원·병역특례
1496,주식회사 구로테크,일본자동차 IOT AI분야 신입(경력)사원 모집합니다,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50031036&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,일본,경력무관,초대졸↑,정규직
1497,하피챗주식회사,프론트엔드 엔지니어 (경력 5년 이상),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50049972&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력5년↑,고졸↑,정규직
1498,하피챗주식회사,풀스텍 엔지니어 (경력 3년 이상),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50051017&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력3년↑,고졸↑,정규직
1499,비전아이(주),RF 하드웨어(HW) 엔지니어(5~7년),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49987145&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 마포구,경력 5~7년,초대졸↑,정규직
1500,비전아이(주),RF 하드웨어(HW) 엔지니어(1~4년),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49987107&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 마포구,경력 1~4년,초대졸↑,정규직
1501,(주)브레인힐,풀스택 개발자 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49677118&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,부산 해운대구,경력 3~5년,대졸↑,정규직
